ID Movimiento;ID Orden;Fecha Orden;Prioridad;SKU;Margen base;Cantidad Pedida;Precio por Unidad;Descuento;ID Cliente
1263;9187;21/08/2009;Alto;558;0,58;8;155,99;0,09;507
6175;43779;21/08/2009;Alto;932;0,59;20;209,84;0,09;116
6113;43301;21/08/2009;Critical;544;0,61;33;100,89;0;508
6114;43301;21/08/2009;Critical;295;0,83;43;48,91;0,01;508
6235;44196;22/08/2009;No Especificado;308;0,57;12;65,99;0,09;175
6236;44196;22/08/2009;No Especificado;269;0,36;10;5,18;0,01;175
8066;57542;22/08/2009;Alto;821;0,37;23;55,48;0,04;86
7417;52897;22/08/2009;Medio;662;0,37;40;47,9;0;27
5897;41825;22/08/2009;Critical;637;0,77;43;73,98;0,02;509
3390;24162;22/08/2009;No Especificado;859;0,37;1;9,68;0,08;510
3391;24162;22/08/2009;No Especificado;1042;0,7;12;150,98;0,04;510
5898;41825;22/08/2009;Critical;727;0,77;50;150,89;0,03;205
849;6112;23/08/2009;Medio;848;0,71;10;146,05;0,02;511
850;6112;23/08/2009;Medio;239;0,55;31;65,99;0,06;511
6098;43206;23/08/2009;Medio;760;0,43;16;35,41;0;411
1506;10886;23/08/2009;Critical;334;0,53;36;1,74;0,04;399
1507;10886;23/08/2009;Critical;742;0,39;47;119,99;0,01;399
3514;25031;23/08/2009;Alto;730;0,79;24;209,37;0,1;339
3515;25031;23/08/2009;Alto;731;0,38;20;4,98;0,07;339
7483;53441;24/08/2009;Medio;734;0,37;7;48,04;0,01;197
2685;19429;24/08/2009;No Especificado;310;0,63;2;124,49;0,05;342
4052;28897;24/08/2009;Medio;285;0,6;35;4,06;0,02;512
4053;28897;24/08/2009;Medio;604;0,38;14;60,98;0,07;512
6970;49799;24/08/2009;Alto;568;0,74;4;376,13;0,05;407
6971;49799;24/08/2009;Alto;524;0,6;12;195,99;0;407
4369;31111;24/08/2009;No Especificado;250;0,36;27;7,64;0,03;513
4132;29350;25/08/2009;Alto;564;0,81;10;15,14;0,1;43
4131;29350;25/08/2009;Alto;853;0,39;47;52,4;0,05;43
4133;29350;25/08/2009;Alto;177;0,41;46;36,55;0,05;43
2435;17670;25/08/2009;Medio;283;0,39;14;2,61;0,07;304
3992;28486;26/08/2009;Alto;238;0,57;2;415,88;0,08;385
1947;13927;26/08/2009;Bajo;437;0,37;26;6,48;0,04;432
3066;21985;26/08/2009;Critical;109;0,59;1;226,67;0,07;440
3067;21985;26/08/2009;Critical;112;0,78;45;20,98;0,08;440
2117;15108;27/08/2009;Alto;130;0,36;50;40,99;0,02;20
6711;47813;27/08/2009;Alto;680;0,37;50;6,68;0;67
1477;10658;27/08/2009;Bajo;682;0,49;31;8,5;0,04;514
1478;10658;27/08/2009;Bajo;367;0,49;12;15,99;0,1;514
1479;10658;27/08/2009;Bajo;95;0,57;17;95,99;0,09;514
4580;32611;27/08/2009;Medio;583;0,36;16;2,08;0,04;118
4581;32611;27/08/2009;Medio;748;0,69;19;180,98;0;118
4582;32611;27/08/2009;Medio;749;0,62;18;53,98;0,02;118
4583;32611;27/08/2009;Medio;553;0,38;15;4,98;0,05;118
4745;33732;28/08/2009;No Especificado;51;0,55;33;9,65;0,05;445
4712;33569;28/08/2009;Bajo;460;0,46;9;14,2;0,09;515
2976;21479;28/08/2009;Medio;142;0,37;41;6,48;0,01;516
5238;37281;28/08/2009;Medio;595;0,58;25;20,99;0,05;239
6723;47877;28/08/2009;Medio;270;0,56;16;17,24;0,04;473
6724;47877;28/08/2009;Medio;147;0,77;19;218,75;0,07;473
6725;47877;28/08/2009;Medio;730;0,79;49;209,37;0,08;473
2536;18402;29/08/2009;Bajo;655;0,6;5;284,98;0,03;486
2537;18402;29/08/2009;Bajo;866;0,73;3;12,99;0;486
930;6727;29/08/2009;Bajo;352;0,38;12;2,89;0,06;224
3313;23652;30/08/2009;No Especificado;776;0,55;27;11,55;0,1;263
2789;20128;31/08/2009;No Especificado;682;0,49;32;8,5;0;517
2790;20128;31/08/2009;No Especificado;256;0,79;5;95,43;0,03;517
6740;47974;31/08/2009;Medio;149;0,58;6;2,78;0,01;140
7445;53123;31/08/2009;No Especificado;511;0,36;25;10,98;0,06;518
2827;20390;31/08/2009;No Especificado;884;0,76;35;34,98;0,05;131
2828;20390;31/08/2009;No Especificado;550;0,84;17;3,14;0;131
166;1031;31/08/2009;Medio;1021;0,38;34;6,37;0;228
2063;14756;31/08/2009;Bajo;395;0,44;2;19,23;0,06;519
6634;47173;01/09/2009;No Especificado;52;0,6;41;7,99;0,03;186
6459;45988;01/09/2009;Critical;436;0,74;43;90,98;0,09;433
7608;54464;01/09/2009;Alto;67;0,49;11;19,98;0,06;275
7609;54464;01/09/2009;Alto;1121;0,41;50;1,76;0,08;275
284;1985;01/09/2009;No Especificado;446;0,36;1;5,78;0,09;520
283;1985;01/09/2009;No Especificado;1209;0,59;33;535,64;0,05;520
1967;14055;01/09/2009;Alto;488;0,52;21;22,23;0,08;407
3863;27555;01/09/2009;Critical;226;0,35;32;6,74;0,1;521
7570;54151;02/09/2009;Critical;260;0,39;35;5,68;0,03;216
7571;54151;02/09/2009;Critical;1074;0,35;38;1,68;0,07;216
7236;51619;02/09/2009;No Especificado;1182;0,38;46;2,21;0,03;374
7237;51619;02/09/2009;No Especificado;1201;0,59;6;165,2;0,09;374
7238;51619;02/09/2009;No Especificado;36;0,37;2;3,89;0,07;374
7239;51619;02/09/2009;No Especificado;146;0,64;31;355,98;0,06;374
7351;52357;03/09/2009;No Especificado;414;0,36;49;10,98;0,05;453
1611;11680;04/09/2009;Medio;487;0,57;50;175,99;0,06;186
5971;42342;04/09/2009;No Especificado;759;0,38;25;12,28;0,01;49
5970;42342;04/09/2009;No Especificado;842;0,78;43;286,85;0,07;49
3609;25824;04/09/2009;Medio;796;0,59;5;3,95;0,01;315
3610;25824;04/09/2009;Medio;1171;0,4;37;367,99;0,02;315
3611;25824;04/09/2009;Medio;568;0,74;39;376,13;0;315
3612;25824;04/09/2009;Medio;946;0,56;6;95,99;0,04;315
3719;26567;04/09/2009;Critical;214;0,37;8;5,4;0,08;205
3720;26567;04/09/2009;Critical;215;0,79;10;8,46;0,09;205
3721;26567;04/09/2009;Critical;216;0,39;22;14,98;0,21;205
3722;26567;04/09/2009;Critical;217;0,6;48;155,99;0,04;205
7005;49990;05/09/2009;No Especificado;333;0,56;11;442,14;0;405
7251;51714;05/09/2009;No Especificado;694;0,36;33;5,78;0,03;522
4827;34311;05/09/2009;Alto;432;0,56;39;3,28;0,05;523
4828;34311;05/09/2009;Alto;970;0,83;32;6,98;0,03;523
1575;11392;05/09/2009;Bajo;397;0,35;28;4,55;0,04;524
7282;51968;05/09/2009;Medio;580;0,55;43;85,99;0,03;247
5188;36867;05/09/2009;Alto;68;0,3;21;276,2;0,06;525
5189;36867;05/09/2009;Alto;711;0,56;16;2,88;0,09;525
1325;9668;06/09/2009;Bajo;851;0,37;10;4,18;0,06;109
6851;48775;06/09/2009;Bajo;690;0,37;17;6,48;0,09;177
6762;48167;06/09/2009;Critical;304;0,74;43;122,99;0,06;166
6763;48167;06/09/2009;Critical;118;0,37;45;6,48;0,06;166
6764;48167;06/09/2009;Critical;197;0,3;27;349,45;0,09;166
5479;38913;06/09/2009;No Especificado;930;0,37;7;31,74;0,03;433
5627;39845;06/09/2009;Critical;763;0,4;44;9,99;0,05;526
1383;10052;07/09/2009;No Especificado;1011;0,51;16;6,08;0,07;400
1384;10052;07/09/2009;No Especificado;1274;0,4;28;19,9;0,08;400
1385;10052;07/09/2009;No Especificado;287;0,4;46;3,36;0,02;400
736;5317;08/09/2009;Bajo;284;0,38;38;5,34;0,09;450
737;5317;08/09/2009;Bajo;86;0,65;10;140,98;0,07;450
738;5317;08/09/2009;Bajo;213;0,56;25;205,99;0,06;450
5342;37926;08/09/2009;Critical;776;0,55;31;11,55;0,02;359
7773;55648;09/09/2009;Critical;711;0,56;5;2,88;0,08;527
551;3746;10/09/2009;No Especificado;42;0,57;14;115,99;0;485
552;3746;10/09/2009;No Especificado;729;0,36;38;5,98;0,02;485
6157;43590;10/09/2009;Critical;413;0,3;24;128,24;0,06;87
1679;12099;11/09/2009;Critical;403;0,39;1;2,61;0,06;249
1680;12099;11/09/2009;Critical;63;0,39;48;6,35;0,01;249
1842;13280;11/09/2009;Alto;64;0,59;40;10,9;0,01;266
1843;13280;11/09/2009;Alto;52;0,6;49;7,99;0,1;266
1472;10629;11/09/2009;Critical;741;0,59;39;8,37;0,06;362
1473;10629;11/09/2009;Critical;1122;0,37;14;6,48;0,09;362
6286;44487;11/09/2009;Critical;469;0,43;4;6,28;0,09;362
6287;44487;11/09/2009;Critical;564;0,81;37;15,14;0,03;362
7962;56901;11/09/2009;Critical;271;0,58;36;2,6;0;528
6329;44836;11/09/2009;Medio;1000;0,39;21;5,98;0,02;473
1355;9888;12/09/2009;Bajo;1064;0,56;48;205,99;0,06;56
5364;38145;12/09/2009;No Especificado;75;0,37;33;1,88;0,07;216
5365;38145;12/09/2009;No Especificado;509;0,68;8;45,98;0,01;216
6981;49891;12/09/2009;No Especificado;1000;0,39;40;5,98;0;529
6980;49891;12/09/2009;No Especificado;1013;0,36;19;4,91;0,08;529
5815;41221;12/09/2009;Critical;74;0,81;4;80,98;0,06;31
5765;40928;12/09/2009;Bajo;56;0,85;4;85,99;0,01;468
198;1313;12/09/2009;Critical;782;0,39;34;22,84;0;96
1460;10528;13/09/2009;Medio;1066;0,59;47;17,7;0,02;93
684;4772;13/09/2009;Critical;1224;0,55;28;65,99;0,04;118
6567;46721;13/09/2009;Medio;1164;0,36;17;7,38;0,03;530
6568;46721;13/09/2009;Medio;963;0,37;35;6,48;0,05;530
6569;46721;13/09/2009;Medio;96;0,78;17;111,03;0,03;530
4201;29860;13/09/2009;Critical;912;0,55;48;178,47;0,08;134
1004;7297;14/09/2009;Alto;871;0,71;4;400,98;0,1;261
1003;7297;14/09/2009;Alto;258;0,55;7;45,19;0,08;261
1002;7297;14/09/2009;Alto;91;0,55;26;33,98;0,03;261
5358;38080;14/09/2009;No Especificado;731;0,38;26;4,98;0,08;498
1001;7269;14/09/2009;Medio;443;0,59;29;65,99;0;14
3620;25831;14/09/2009;Medio;485;0,56;6;45,99;0,01;106
4996;35558;15/09/2009;Critical;497;0,43;2;13,79;0,09;215
2612;18855;15/09/2009;Alto;7;0,38;31;7,3;0,03;531
7482;53412;15/09/2009;Critical;1218;0,64;45;54,2;0,02;532
6265;44352;15/09/2009;No Especificado;342;0,4;25;3,29;0,06;533
6526;46437;15/09/2009;Medio;996;0,54;49;29,34;0;384
7582;54243;16/09/2009;Bajo;613;0,68;6;154,13;0,07;216
8093;57734;16/09/2009;Alto;689;0,35;26;4,24;0,05;400
8094;57734;16/09/2009;Alto;356;0,35;27;16,98;0,1;400
2445;17764;16/09/2009;Bajo;151;0,39;27;22,84;0,04;534
2920;21121;16/09/2009;No Especificado;245;0,38;50;387,99;0;535
6207;43974;16/09/2009;No Especificado;182;0,36;8;7,64;0,03;179
3834;27330;16/09/2009;Bajo;301;0,72;8;55,5;0,05;536
3835;27330;16/09/2009;Bajo;333;0,56;30;442,14;0,05;536
1438;10371;16/09/2009;Alto;960;0,56;10;15,73;0,08;243
4901;34880;16/09/2009;Alto;491;0,37;44;6,48;0,04;44
5481;38915;17/09/2009;Medio;1023;0,58;12;7,77;0,08;537
5482;38915;17/09/2009;Medio;381;0,42;34;7,59;0,07;537
4145;29410;17/09/2009;Critical;106;0,36;35;120,97;0,04;538
4146;29410;17/09/2009;Critical;472;0,6;36;195,99;0;538
4438;31619;17/09/2009;Bajo;1186;0,58;11;10,98;0,1;539
4439;31619;17/09/2009;Bajo;132;0,65;9;39,98;0,01;539
5836;41412;17/09/2009;No Especificado;214;0,37;47;5,4;0,03;21
2531;18371;18/09/2009;Medio;678;0,58;30;43,98;0;60
5237;37254;18/09/2009;Alto;1068;0,38;28;26,17;0,01;151
2653;19204;18/09/2009;Medio;517;0,43;27;8,75;0,1;538
2654;19204;18/09/2009;Medio;948;0,36;28;55,98;0,03;538
6790;48385;18/09/2009;Medio;280;0,64;16;4,98;0,01;540
659;4645;19/09/2009;Critical;162;0,75;30;30,73;0,08;197
660;4645;19/09/2009;Critical;720;0,58;7;14,56;0,05;197
661;4645;19/09/2009;Critical;1054;0,5;11;299,99;0;197
7639;54694;19/09/2009;Critical;897;0,36;43;2,66;0,08;496
1142;8320;19/09/2009;No Especificado;162;0,75;35;30,73;0,02;482
1141;8320;19/09/2009;No Especificado;906;0,37;22;6,48;0,06;482
8296;59238;19/09/2009;Alto;612;0,59;11;40,97;0,03;159
3041;21831;19/09/2009;No Especificado;657;0,39;6;4,98;0,05;444
416;2816;19/09/2009;Alto;366;0,55;35;21,98;0;541
7605;54436;19/09/2009;Alto;65;0,54;17;39,48;0,04;542
7606;54436;19/09/2009;Alto;486;0,77;37;8,12;0;542
6882;49059;20/09/2009;Medio;352;0,38;48;2,89;0,09;379
6883;49059;20/09/2009;Medio;84;0,38;5;48,91;0,02;379
150;960;20/09/2009;Medio;816;0,54;46;13,73;0,07;474
87;548;20/09/2009;Critical;247;0,37;41;3,08;0,04;543
88;548;20/09/2009;Critical;547;0,37;29;6,48;0,02;543
89;548;20/09/2009;Critical;1108;0,59;26;125,99;0,04;543
842;6020;21/09/2009;Medio;753;0,36;23;2,88;0,09;511
1859;13378;21/09/2009;Bajo;1018;0,55;16;5,74;0,05;544
5841;41440;22/09/2009;Alto;386;0,36;20;4,91;0,09;162
5842;41440;22/09/2009;Alto;303;0,76;19;296,18;0,01;162
6885;49088;23/09/2009;Critical;486;0,77;16;8,12;0,03;149
6886;49088;23/09/2009;Critical;81;0,8;15;279,48;0,05;149
6887;49088;23/09/2009;Critical;130;0,36;31;40,99;0,06;149
6954;49735;23/09/2009;No Especificado;1105;0,56;32;60,97;0,04;418
7452;53153;23/09/2009;Critical;1193;0,57;29;20,27;0,1;159
7709;55265;23/09/2009;Bajo;164;0,37;39;20,99;0,06;455
3980;28420;24/09/2009;Bajo;899;0,38;2;15,57;0,08;25
4196;29826;24/09/2009;Critical;667;0,79;9;17,98;0,06;33
5925;42022;24/09/2009;Medio;7;0,38;45;7,3;0,04;31
5926;42022;24/09/2009;Medio;12;0,53;11;3,95;0,06;31
7690;55138;24/09/2009;Alto;295;0,83;22;48,91;0;465
652;4583;24/09/2009;Medio;671;0,73;44;70,98;0,07;285
7456;53190;24/09/2009;Medio;259;0,38;10;28,53;0,06;545
7457;53190;24/09/2009;Medio;443;0,59;9;65,99;0,1;545
3222;23136;25/09/2009;No Especificado;87;0,57;41;218,08;0,01;546
3223;23136;25/09/2009;No Especificado;280;0,64;43;4,98;0,04;546
2233;16133;25/09/2009;Critical;187;0,36;16;200,97;0,06;535
511;3522;25/09/2009;Bajo;350;0,59;33;60,98;0,09;207
512;3522;25/09/2009;Bajo;415;0,5;27;29,89;0,05;207
3947;28135;25/09/2009;Critical;235;0,46;37;46,89;0,08;398
3948;28135;25/09/2009;Critical;236;0,6;40;12,98;0,05;398
2234;16133;25/09/2009;Critical;799;0,58;1;14,89;0,17;40
2594;18754;25/09/2009;No Especificado;230;0,77;8;140,98;0,03;547
2595;18754;25/09/2009;No Especificado;406;0,56;32;65,99;0,08;547
1805;12903;25/09/2009;Critical;528;0,82;2;35,99;0,07;548
2781;20069;26/09/2009;Critical;532;0,57;6;40,89;0,07;549
2636;19075;26/09/2009;Critical;88;0,73;36;50,98;0,01;550
5852;41542;26/09/2009;Alto;310;0,63;47;124,49;0,03;302
4378;31175;26/09/2009;Critical;72;0,38;26;19,98;0;416
3632;25953;27/09/2009;Critical;1129;0,47;27;9,85;0,1;62
3633;25953;27/09/2009;Critical;45;0,58;19;125,99;0,04;62
6927;49441;27/09/2009;Medio;495;0,76;49;41,32;0,07;396
1666;12007;27/09/2009;No Especificado;99;0,38;42;3,69;0,04;329
1265;9219;28/09/2009;Bajo;88;0,73;24;50,98;0,04;83
1266;9219;28/09/2009;Bajo;906;0,37;41;6,48;0,02;83
2326;16771;28/09/2009;Alto;132;0,65;42;39,98;0,02;551
7750;55461;28/09/2009;Medio;444;0,47;16;4,82;0,06;130
41;231;28/09/2009;Alto;448;0,57;2;363,25;0,06;510
3767;26913;29/09/2009;Alto;824;0,6;11;65,99;0,01;51
6325;44775;29/09/2009;Medio;175;0,47;29;7,08;0,07;115
625;4354;29/09/2009;No Especificado;389;0,56;6;7,38;0,02;330
8137;58151;29/09/2009;Alto;241;0,35;33;6,75;0,1;193
8138;58151;29/09/2009;Alto;696;0,56;38;142,86;0,02;193
2731;19716;29/09/2009;Bajo;629;0,59;5;140,99;0,03;276
3734;26689;29/09/2009;Alto;551;0,35;2;99,23;0,01;473
5880;41728;30/09/2009;Alto;320;0,38;28;896,99;0,08;221
5881;41728;30/09/2009;Alto;1177;0,57;10;243,98;0,02;221
2645;19140;30/09/2009;Medio;582;0,36;47;6,54;0,07;22
2646;19140;30/09/2009;Medio;342;0,4;50;3,29;0,09;22
4253;30278;30/09/2009;Bajo;268;0,56;50;65,99;0,03;180
141;900;30/09/2009;No Especificado;329;0,36;29;40,98;0,07;552
675;4708;30/09/2009;Critical;499;0,37;29;6,48;0,08;553
635;4451;30/09/2009;Critical;314;0,59;47;21,38;0,04;255
4736;33701;01/10/2009;Medio;493;0,4;35;67,28;0,08;114
6880;49056;01/10/2009;Alto;846;0,37;46;6,48;0,05;307
6881;49056;01/10/2009;Alto;160;0,8;5;55,99;0,05;307
7530;53797;01/10/2009;Critical;127;0,61;10;58,14;0,01;554
2270;16321;01/10/2009;No Especificado;696;0,56;50;142,86;0,03;239
5267;37473;01/10/2009;Bajo;269;0,36;8;5,18;0,06;459
5266;37473;01/10/2009;Bajo;427;0,81;42;2,18;0,1;459
7158;51072;02/10/2009;Critical;536;0,66;43;161,55;0;555
2176;15654;02/10/2009;No Especificado;423;0,55;27;300,98;0,03;556
2177;15654;02/10/2009;No Especificado;383;0,57;4;2550,14;0,02;556
2600;18788;02/10/2009;No Especificado;222;0,6;27;19,99;0,03;333
2641;19111;04/10/2009;Bajo;208;0,52;24;8,33;0,04;557
6298;44583;04/10/2009;Bajo;1001;0,55;6;2,22;0,1;486
6299;44583;04/10/2009;Bajo;460;0,46;21;14,2;0,02;486
6911;49313;04/10/2009;Medio;913;0,57;34;9,38;0,1;266
6912;49313;04/10/2009;Medio;926;0,36;36;35,99;0,05;266
7011;50051;04/10/2009;Medio;521;0,39;17;5,53;0,02;504
7012;50051;04/10/2009;Medio;148;0,73;4;41,47;0,09;504
7013;50051;04/10/2009;Medio;1200;0,56;15;19,04;0,03;504
566;3841;04/10/2009;No Especificado;350;0,59;19;60,98;0,02;558
567;3841;04/10/2009;No Especificado;165;0,35;20;1270,99;0,02;558
568;3841;04/10/2009;No Especificado;790;0,6;43;205,99;0,05;558
4246;30214;04/10/2009;Bajo;1222;0,39;38;10,44;0,1;407
2107;15075;04/10/2009;Medio;311;0,46;24;63,94;0,02;117
2108;15075;04/10/2009;Medio;240;0,79;10;5,02;0,01;117
1364;9923;05/10/2009;Alto;110;0,43;27;2,08;0,01;559
1365;9923;05/10/2009;Alto;224;0,65;14;370,98;0,03;559
5886;41764;05/10/2009;No Especificado;1127;0,63;16;320,64;0,03;560
2849;20518;05/10/2009;Critical;335;0,59;49;200,99;0,07;544
2850;20518;05/10/2009;Critical;593;0,57;7;297,48;0,01;544
8060;57511;06/10/2009;Critical;352;0,38;32;2,89;0,01;556
8061;57511;06/10/2009;Critical;160;0,8;11;55,99;0;556
6584;46881;06/10/2009;Critical;463;0,36;31;5,18;0,07;561
6544;46533;07/10/2009;Alto;301;0,72;3;55,5;0,04;562
6545;46533;07/10/2009;Alto;443;0,59;12;65,99;0,1;562
3638;26016;07/10/2009;Alto;861;0,76;2;77,51;0,09;563
3639;26016;07/10/2009;Alto;485;0,56;44;45,99;0,08;563
6676;47520;07/10/2009;No Especificado;675;0,35;36;7,68;0,09;189
6677;47520;07/10/2009;No Especificado;252;0,56;13;291,73;0,05;189
6678;47520;07/10/2009;No Especificado;94;0,38;47;19,98;0,04;189
1112;8162;07/10/2009;Medio;597;0,75;25;27,48;0,03;214
1113;8162;07/10/2009;Medio;639;0,48;32;179,99;0,1;214
1114;8162;07/10/2009;Medio;408;0,73;42;140,85;0,1;214
7027;50147;08/10/2009;Medio;640;0,4;42;35,89;0,05;60
7028;50147;08/10/2009;Medio;57;0,36;13;11,48;0;60
5161;36739;08/10/2009;No Especificado;997;0,38;16;3,98;0,07;328
5162;36739;08/10/2009;No Especificado;138;0,55;27;12,22;0,07;328
4938;35136;08/10/2009;Critical;867;0,4;23;2,94;0,07;470
2983;21541;08/10/2009;No Especificado;526;0,6;43;70,98;0,04;399
4017;28675;08/10/2009;Critical;239;0,55;15;65,99;0,1;521
1941;13920;09/10/2009;Critical;535;0,38;25;37,94;0,1;564
1942;13920;09/10/2009;Critical;1025;0,59;24;8,57;0,06;564
2520;18308;09/10/2009;No Especificado;161;0,38;30;3,8;0,05;495
2521;18308;09/10/2009;No Especificado;162;0,75;15;30,73;0,09;495
2522;18308;09/10/2009;No Especificado;163;0,57;49;125,99;0;495
3206;23008;09/10/2009;Critical;355;0,35;10;120,98;0,1;565
3207;23008;09/10/2009;Critical;665;0,79;2;152,48;0,02;565
413;2791;09/10/2009;Alto;36;0,37;47;3,89;0;316
414;2791;09/10/2009;Alto;37;0,64;49;120,98;0,09;316
415;2791;09/10/2009;Alto;38;0,4;18;30,98;0,1;316
8340;59591;09/10/2009;No Especificado;710;0,37;34;100,97;0,08;220
8341;59591;09/10/2009;No Especificado;1255;0,37;29;6,48;0,07;220
2065;14785;09/10/2009;Alto;386;0,36;20;4,91;0,08;204
2066;14785;09/10/2009;Alto;1187;0,55;25;28,15;0,02;204
3928;28002;10/10/2009;Critical;1040;0,4;5;9,11;0,1;198
7649;54819;10/10/2009;Bajo;1135;0,54;10;4,97;0,07;92
7650;54819;10/10/2009;Bajo;681;0,39;26;2,62;0,09;92
7651;54819;10/10/2009;Bajo;868;0,58;46;65,99;0,03;92
2303;16610;10/10/2009;Alto;1058;0,4;19;35,94;0,09;363
6794;48420;11/10/2009;Bajo;395;0,44;46;19,23;0,09;320
6574;46756;11/10/2009;Medio;520;0,37;3;7,28;0,01;253
3654;26146;11/10/2009;Bajo;1244;0,58;13;104,65;0,03;411
3655;26146;11/10/2009;Bajo;420;0,58;49;11,66;0,03;411
1369;9926;11/10/2009;Alto;1144;0,55;25;5,77;0;566
7117;50786;12/10/2009;Bajo;845;0,36;4;119,99;0,06;249
5736;40708;12/10/2009;No Especificado;466;0,48;15;6,68;0,03;542
1208;8835;13/10/2009;Critical;958;0,43;12;12,2;0,05;173
7526;53766;13/10/2009;No Especificado;732;0,69;22;145,98;0,07;426
6121;43360;13/10/2009;Bajo;110;0,43;48;2,08;0;84
3096;22208;13/10/2009;Alto;736;0,74;37;30,97;0,01;439
3097;22208;13/10/2009;Alto;45;0,58;50;125,99;0,08;439
2358;17024;13/10/2009;Medio;673;0,56;31;42,98;0,02;37
1115;8165;15/10/2009;Bajo;887;0,36;35;4,98;0,01;299
8009;57248;15/10/2009;Critical;541;0,37;34;4,98;0,04;567
2359;17028;15/10/2009;Alto;1096;0,56;19;25,99;0,02;220
5681;40160;15/10/2009;Critical;311;0,46;23;63,94;0,1;95
6621;47108;15/10/2009;No Especificado;713;0,39;19;18,65;0,07;488
6622;47108;15/10/2009;No Especificado;169;0,4;7;17,98;0,06;488
6623;47108;15/10/2009;No Especificado;763;0,4;26;9,99;0,1;488
6624;47108;15/10/2009;No Especificado;487;0,57;9;175,99;0,08;488
7970;56995;15/10/2009;Medio;242;0,39;27;5,74;0,08;502
1073;7906;17/10/2009;Medio;70;0,5;37;25,98;0,03;568
4414;31493;17/10/2009;Alto;958;0,43;8;12,2;0;427
1918;13761;17/10/2009;Bajo;1185;0,83;32;78,8;0,09;560
6075;43044;17/10/2009;Medio;689;0,35;23;4,24;0,06;569
6076;43044;17/10/2009;Medio;1159;0,39;3;6783,02;0,04;569
303;2086;18/10/2009;Critical;948;0,36;24;55,98;0,01;212
304;2086;18/10/2009;Critical;406;0,56;38;65,99;0,04;212
305;2086;18/10/2009;Critical;413;0,3;9;128,24;0,01;212
5818;41255;18/10/2009;Bajo;925;0,64;22;60,65;0,01;315
3684;26342;18/10/2009;Bajo;549;0,4;24;9,99;0,02;271
3685;26342;18/10/2009;Bajo;734;0,37;41;48,04;0,02;271
3686;26342;18/10/2009;Bajo;735;0,37;3;6,68;0,04;271
5589;39649;19/10/2009;Alto;558;0,58;10;155,99;0,01;552
5590;39649;19/10/2009;Alto;588;0,36;9;5,98;0,01;552
7380;52615;19/10/2009;Bajo;44;0,6;4;4,48;0,05;437
7381;52615;19/10/2009;Bajo;689;0,35;18;4,24;0,1;437
7460;53222;19/10/2009;Bajo;393;0,37;2;6,48;0,07;370
4010;28614;19/10/2009;Critical;789;0,49;50;159,99;0,05;255
2697;19522;20/10/2009;Medio;161;0,38;44;3,8;0,06;570
2698;19522;20/10/2009;Medio;265;0,56;37;1,76;0,06;570
7093;50626;20/10/2009;Medio;755;0,66;18;170,98;0;571
7094;50626;20/10/2009;Medio;998;0,5;42;599,99;0,04;571
2249;16196;20/10/2009;Alto;909;0,55;44;320,98;0,03;572
2250;16196;20/10/2009;Alto;630;0,59;39;125,99;0,06;572
1756;12581;20/10/2009;Alto;424;0,58;31;65,99;0;573
5181;36835;20/10/2009;Critical;695;0,38;39;315,98;0,03;416
5182;36835;20/10/2009;Critical;68;0,3;25;276,2;0,09;416
5183;36835;20/10/2009;Critical;311;0,46;18;63,94;0,03;416
8210;58693;21/10/2009;Bajo;23;0,37;50;15,99;0;574
3718;26565;21/10/2009;Medio;1151;0,58;49;419,19;0,02;575
1569;11335;21/10/2009;Alto;657;0,39;3;4,98;0,08;501
1570;11335;21/10/2009;Alto;845;0,36;8;119,99;0,09;501
870;6246;21/10/2009;No Especificado;264;0,39;13;3,93;0,06;44
6866;48929;22/10/2009;Alto;1083;0,38;1;35,44;0,01;263
6865;48929;22/10/2009;Alto;662;0,37;45;47,9;0,03;263
4907;34918;23/10/2009;Medio;156;0,59;12;180,98;0,06;216
4908;34918;23/10/2009;Medio;1008;0,42;25;7,28;0,01;216
4864;34631;23/10/2009;No Especificado;287;0,4;5;3,36;0,06;268
4865;34631;23/10/2009;No Especificado;288;0,41;19;699,99;0,07;268
693;4835;24/10/2009;Critical;988;0,82;3;2,52;0,04;203
5475;38887;24/10/2009;Critical;863;0,38;25;14,45;0,02;163
5476;38887;24/10/2009;Critical;941;0,46;50;5,58;0,07;163
7095;50656;25/10/2009;Critical;540;0,59;42;4,37;0;576
7096;50656;25/10/2009;Critical;39;0,6;31;500,98;0,01;576
7097;50656;25/10/2009;Critical;133;0,43;39;12,58;0,02;576
7098;50656;25/10/2009;Critical;812;0,52;15;7,7;0,1;576
2366;17124;25/10/2009;Critical;550;0,84;39;3,14;0,05;416
5436;38599;26/10/2009;Alto;935;0,82;27;101,41;0,09;35
2377;17251;27/10/2009;No Especificado;1258;0,57;26;125,99;0;577
2203;15904;27/10/2009;No Especificado;432;0,56;39;3,28;0,08;578
2204;15904;27/10/2009;No Especificado;612;0,59;49;40,97;0,09;578
2639;19105;28/10/2009;Alto;972;0,38;31;48,91;0,1;466
2640;19105;28/10/2009;Alto;588;0,36;29;5,98;0,08;466
6861;48896;28/10/2009;Critical;442;0,37;43;18,97;0,02;29
1041;7623;28/10/2009;Critical;257;0,52;18;300,65;0,03;295
1042;7623;28/10/2009;Critical;1161;0,45;37;49,99;0,06;295
1043;7623;28/10/2009;Critical;507;0,37;32;104,85;0,1;295
